                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                 1.7666,                0.79649,                  1.104,                0.74352,                0.66943,                0.69204,                0.29694,                 1.8924,                0.90003,                 1.0916,               0.005017,               0.005017,               0.005017
                    153,                 1.6818,                  0.747,                 1.0867,                0.75238,                0.65494,                0.68605,                0.31184,                  1.864,                0.93692,                 1.0844,               0.004984,               0.004984,               0.004984
                    154,                 1.7287,                0.81868,                 1.1018,                 0.7449,                0.66395,                0.71618,                0.35403,                 1.7163,                0.86087,                 1.0465,               0.004951,               0.004951,               0.004951
                    155,                 1.7508,                0.78114,                 1.0952,                0.75894,                 0.6538,                0.70248,                 0.3186,                 1.8509,                0.87476,                 1.0795,               0.004918,               0.004918,               0.004918
                    156,                 1.7109,                0.78036,                 1.0994,                0.74181,                0.67492,                0.71656,                0.34414,                 1.7743,                0.83703,                 1.0578,               0.004885,               0.004885,               0.004885
                    157,                 1.7109,                0.78007,                  1.089,                0.76792,                0.66458,                 0.7214,                0.34387,                 1.7687,                 0.8229,                  1.046,               0.004852,               0.004852,               0.004852
                    158,                 1.6736,                 0.7506,                 1.0737,                0.76595,                0.66607,                0.71744,                0.34469,                 1.7706,                0.85751,                 1.0581,               0.004819,               0.004819,               0.004819
                    159,                 1.7261,                0.75848,                 1.0954,                0.75718,                0.66411,                0.70077,                0.29583,                 2.0195,                 0.9243,                  1.134,               0.004786,               0.004786,               0.004786
                    160,                 1.7814,                0.78908,                 1.0933,                0.78763,                0.66544,                0.72685,                0.30283,                 2.0698,                0.87727,                 1.1681,               0.004753,               0.004753,               0.004753
                    161,                 1.7551,                0.76838,                 1.0913,                0.75838,                 0.6627,                0.69062,                0.26085,                  2.231,                0.92959,                 1.2266,                0.00472,                0.00472,                0.00472
                    162,                  1.754,                0.75737,                 1.1057,                0.75072,                0.66536,                0.69211,                0.29974,                 1.9823,                0.94027,                 1.1342,               0.004687,               0.004687,               0.004687
                    163,                 1.7444,                0.79215,                 1.0995,                0.74587,                0.67042,                0.67404,                0.30541,                 1.8651,                0.89101,                  1.085,               0.004654,               0.004654,               0.004654
                    164,                 1.6986,                0.76197,                 1.0778,                 0.7465,                0.66372,                0.66993,                0.28057,                 1.9312,                0.93957,                 1.0945,               0.004621,               0.004621,               0.004621
                    165,                 1.7452,                0.77029,                 1.1159,                0.73113,                0.66372,                  0.716,                0.32309,                 1.7947,                  0.873,                 1.0491,               0.004588,               0.004588,               0.004588
                    166,                 1.7047,                0.77301,                 1.1163,                0.75462,                0.67617,                0.72588,                0.32716,                 1.8046,                 0.8825,                 1.0475,               0.004555,               0.004555,               0.004555
                    167,                 1.6901,                 0.7756,                 1.0784,                0.73748,                0.65972,                0.70658,                0.30478,                 1.8855,                0.99004,                 1.0784,               0.004522,               0.004522,               0.004522
                    168,                 1.7637,                0.79649,                 1.0982,                 0.7526,                0.65508,                0.70926,                0.30964,                 1.9075,                0.98104,                 1.0848,               0.004489,               0.004489,               0.004489
                    169,                 1.7401,                0.77236,                 1.0778,                0.76432,                0.66779,                0.72455,                0.33798,                  1.822,                0.87858,                 1.0695,               0.004456,               0.004456,               0.004456
                    170,                 1.7155,                 0.7668,                 1.0882,                0.76425,                0.67447,                0.72263,                0.32507,                 1.8867,                 0.8934,                 1.0871,               0.004423,               0.004423,               0.004423
                    171,                 1.7133,                0.76534,                  1.065,                 0.7575,                0.67312,                0.73127,                0.32091,                 1.9245,                0.85573,                 1.0886,                0.00439,                0.00439,                0.00439
                    172,                 1.7094,                0.78083,                 1.1011,                0.79706,                0.65447,                0.74106,                0.32844,                 1.8933,                0.83741,                 1.0751,               0.004357,               0.004357,               0.004357
                    173,                 1.6667,                0.75191,                  1.099,                0.76589,                0.68755,                0.73974,                0.33666,                 1.8461,                0.83179,                 1.0631,               0.004324,               0.004324,               0.004324
                    174,                 1.6553,                0.76248,                 1.0908,                 0.7637,                0.68556,                0.72642,                0.34349,                  1.804,                0.88133,                 1.0585,               0.004291,               0.004291,               0.004291
                    175,                 1.6979,                0.77669,                  1.081,                0.77123,                0.67682,                0.70769,                0.32168,                 1.8425,                0.85692,                 1.0663,               0.004258,               0.004258,               0.004258
                    176,                 1.7236,                0.77601,                 1.0733,                  0.752,                0.66958,                0.68538,                0.28668,                 1.9333,                0.89276,                 1.0846,               0.004225,               0.004225,               0.004225
                    177,                 1.7217,                0.77564,                 1.1021,                0.75748,                 0.6782,                 0.7106,                0.29098,                 1.9966,                0.90084,                 1.1075,               0.004192,               0.004192,               0.004192
                    178,                 1.6836,                0.75255,                 1.0761,                0.76458,                 0.6797,                0.71247,                0.31757,                 1.8591,                0.82905,                 1.0729,               0.004159,               0.004159,               0.004159
                    179,                 1.6785,                0.73547,                 1.0831,                0.76301,                0.67938,                0.70669,                0.31738,                 1.8481,                0.84791,                 1.0717,               0.004126,               0.004126,               0.004126
                    180,                 1.7079,                0.74073,                 1.0772,                0.77327,                0.68393,                0.73134,                0.32294,                 1.8787,                0.82508,                 1.0752,               0.004093,               0.004093,               0.004093
                    181,                 1.6875,                0.74531,                 1.0871,                0.76613,                0.68951,                0.72811,                0.31904,                 1.9452,                0.84259,                 1.1008,                0.00406,                0.00406,                0.00406
                    182,                  1.726,                0.74449,                 1.0764,                0.75107,                0.68353,                0.72163,                 0.3318,                 1.8349,                0.88694,                 1.0727,               0.004027,               0.004027,               0.004027
                    183,                 1.6812,                0.74461,                 1.0674,                0.74663,                 0.6645,                0.70239,                0.29263,                  1.988,                0.91976,                 1.1068,               0.003994,               0.003994,               0.003994
                    184,                 1.7208,                0.75188,                 1.1181,                 0.7391,                0.67938,                 0.7243,                0.31448,                 1.9551,                0.81973,                 1.0983,               0.003961,               0.003961,               0.003961
                    185,                 1.6608,                0.74045,                 1.0835,                0.73486,                0.68236,                0.72858,                0.34804,                 1.8011,                0.82399,                 1.0572,               0.003928,               0.003928,               0.003928
                    186,                 1.6695,                0.75548,                 1.0938,                0.76386,                0.67852,                0.74246,                0.36095,                 1.7513,                0.79846,                 1.0425,               0.003895,               0.003895,               0.003895
                    187,                 1.6476,                0.73459,                 1.0896,                0.76707,                 0.6797,                0.74105,                0.35094,                 1.7817,                0.82277,                 1.0566,               0.003862,               0.003862,               0.003862
                    188,                 1.6508,                0.76018,                 1.1164,                0.76247,                0.68495,                0.73721,                0.33482,                 1.8609,                0.86876,                 1.0807,               0.003829,               0.003829,               0.003829
                    189,                 1.7552,                0.77149,                  1.095,                 0.7532,                0.69192,                0.73626,                0.35359,                 1.7741,                  0.832,                 1.0576,               0.003796,               0.003796,               0.003796
                    190,                 1.6717,                0.73686,                 1.0863,                0.75337,                0.68408,                 0.7238,                 0.3308,                 1.8344,                0.87497,                 1.0775,               0.003763,               0.003763,               0.003763
                    191,                 1.6594,                0.73598,                 1.0603,                0.74063,                0.67053,                0.72841,                0.31168,                 1.9802,                0.87555,                 1.1211,                0.00373,                0.00373,                0.00373
                    192,                  1.636,                0.72215,                 1.0551,                0.73807,                0.66795,                0.71525,                0.29465,                 2.0283,                 0.9166,                 1.1268,               0.003697,               0.003697,               0.003697
                    193,                 1.6666,                0.71826,                 1.0706,                 0.7307,                0.64562,                 0.6604,                0.24953,                 2.1783,                0.96949,                 1.1736,               0.003664,               0.003664,               0.003664
                    194,                 1.6562,                0.75605,                 1.0827,                0.77053,                0.66574,                0.72167,                0.30448,                 1.9914,                0.84707,                 1.1167,               0.003631,               0.003631,               0.003631
                    195,                  1.637,                0.73904,                 1.0686,                0.75934,                 0.6703,                0.71108,                0.29846,                  1.975,                0.83947,                 1.1041,               0.003598,               0.003598,               0.003598
                    196,                  1.693,                0.74118,                 1.0818,                0.74731,                0.66074,                0.66374,                0.26636,                 2.0133,                0.91804,                 1.1132,               0.003565,               0.003565,               0.003565
                    197,                 1.6882,                0.73392,                 1.0688,                0.74316,                0.67227,                0.69127,                0.31055,                 1.7988,                0.87883,                 1.0543,               0.003532,               0.003532,               0.003532
                    198,                 1.7291,                0.76329,                 1.0987,                0.74845,                0.67108,                 0.7037,                0.29361,                 1.9661,                0.86267,                 1.0917,               0.003499,               0.003499,               0.003499
                    199,                 1.7314,                0.75267,                 1.1084,                0.74194,                0.65448,                0.68856,                0.28509,                 2.0026,                0.91322,                 1.1006,               0.003466,               0.003466,               0.003466
                    200,                 1.6952,                0.74298,                 1.0745,                0.72839,                0.66152,                0.68737,                0.30257,                 1.8227,                0.89854,                 1.0551,               0.003433,               0.003433,               0.003433
                    201,                 1.6397,                0.72524,                 1.0711,                0.76151,                0.67719,                0.72535,                0.31393,                 1.8641,                0.88241,                 1.0634,                 0.0034,                 0.0034,                 0.0034
                    202,                 1.7154,                0.74559,                 1.0674,                0.75829,                0.68917,                0.74188,                 0.3531,                 1.7731,                0.82512,                 1.0501,               0.003367,               0.003367,               0.003367
                    203,                 1.7174,                0.74717,                  1.074,                0.75991,                0.68087,                0.73353,                0.36885,                 1.6866,                0.82822,                 1.0321,               0.003334,               0.003334,               0.003334
                    204,                 1.7539,                0.76767,                 1.0884,                0.75378,                0.68259,                0.70776,                0.32131,                 1.8062,                0.86285,                 1.0547,               0.003301,               0.003301,               0.003301
                    205,                 1.7089,                0.75185,                 1.0899,                0.74298,                 0.6927,                0.71499,                0.32572,                 1.8128,                0.85166,                 1.0584,               0.003268,               0.003268,               0.003268
                    206,                 1.6864,                0.76337,                 1.0914,                0.75205,                0.67695,                0.71564,                0.32754,                 1.8522,                0.84506,                 1.0731,               0.003235,               0.003235,               0.003235
                    207,                 1.7374,                0.77316,                 1.0957,                0.75272,                 0.6757,                0.70708,                0.30609,                 1.9439,                0.85713,                 1.0935,               0.003202,               0.003202,               0.003202
                    208,                 1.6129,                0.71781,                 1.0688,                0.74313,                0.67464,                0.70783,                0.31006,                 1.8575,                0.85321,                 1.0619,               0.003169,               0.003169,               0.003169
                    209,                 1.6492,                0.71961,                 1.0785,                 0.7496,                0.67985,                0.72321,                 0.3094,                 1.8854,                0.81222,                 1.0728,               0.003136,               0.003136,               0.003136
                    210,                 1.6653,                0.72918,                 1.0626,                0.76572,                0.68628,                0.73043,                0.30396,                 2.0041,                0.82099,                 1.1111,               0.003103,               0.003103,               0.003103
                    211,                 1.6421,                0.72586,                 1.0698,                0.76865,                0.68111,                0.73896,                0.32547,                 1.9185,                0.81997,                 1.0828,                0.00307,                0.00307,                0.00307
                    212,                 1.6497,                0.74027,                 1.0658,                0.77294,                0.67124,                0.74091,                0.34611,                 1.7961,                0.79415,                 1.0461,               0.003037,               0.003037,               0.003037
                    213,                 1.6406,                 0.7168,                 1.0652,                0.74826,                0.66231,                0.72379,                0.33229,                 1.8275,                0.78603,                  1.055,               0.003004,               0.003004,               0.003004
                    214,                 1.6169,                0.71386,                 1.0776,                0.71123,                0.67796,                0.71421,                0.33675,                 1.7593,                0.81207,                 1.0394,               0.002971,               0.002971,               0.002971
                    215,                 1.6507,                0.73112,                 1.0795,                0.69062,                0.65784,                0.69115,                0.33699,                 1.6726,                0.88841,                  1.018,               0.002938,               0.002938,               0.002938
                    216,                   1.65,                 0.7315,                 1.0742,                0.75429,                 0.6609,                0.71886,                0.32613,                 1.7874,                0.81717,                 1.0382,               0.002905,               0.002905,               0.002905
                    217,                 1.6791,                0.72255,                 1.0766,                0.81615,                0.67322,                0.75171,                0.35577,                 1.7612,                0.79826,                 1.0399,               0.002872,               0.002872,               0.002872
                    218,                 1.6142,                0.71864,                 1.0854,                0.79806,                0.68925,                0.76446,                0.37431,                 1.7267,                0.82336,                 1.0403,               0.002839,               0.002839,               0.002839
                    219,                 1.6178,                0.72199,                 1.0759,                0.78324,                0.70993,                0.76511,                0.35754,                 1.8048,                0.80976,                 1.0639,               0.002806,               0.002806,               0.002806
                    220,                 1.7106,                0.73354,                 1.0686,                0.78631,                 0.7039,                0.75816,                 0.3607,                  1.734,                0.79303,                 1.0452,               0.002773,               0.002773,               0.002773
                    221,                 1.6787,                0.74288,                 1.0821,                0.77474,                0.69795,                0.74381,                0.34905,                 1.7534,                0.80605,                 1.0505,                0.00274,                0.00274,                0.00274
                    222,                 1.6393,                0.71566,                 1.0763,                 0.7734,                0.69218,                0.73022,                0.31891,                 1.8902,                0.83025,                 1.0804,               0.002707,               0.002707,               0.002707
                    223,                 1.6666,                0.71743,                 1.0786,                0.77529,                0.69693,                 0.7396,                0.35026,                 1.7342,                0.80495,                 1.0394,               0.002674,               0.002674,               0.002674
                    224,                 1.6451,                0.71029,                  1.061,                0.76613,                0.69155,                 0.7291,                0.35556,                 1.6629,                0.79785,                 1.0202,               0.002641,               0.002641,               0.002641
                    225,                 1.6086,                 0.7119,                  1.068,                0.76774,                0.68617,                0.72149,                 0.3376,                 1.7426,                0.82612,                 1.0352,               0.002608,               0.002608,               0.002608
                    226,                 1.6717,                0.71619,                 1.0659,                0.76831,                0.68603,                0.73323,                0.34622,                 1.7305,                0.81746,                 1.0295,               0.002575,               0.002575,               0.002575
                    227,                 1.6415,                0.73042,                 1.0911,                0.77951,                0.69223,                 0.7529,                0.36318,                  1.707,                0.79262,                 1.0267,               0.002542,               0.002542,               0.002542
                    228,                 1.6312,                0.69772,                 1.0721,                0.80404,                0.69442,                0.76261,                0.36254,                 1.7389,                 0.7678,                 1.0368,               0.002509,               0.002509,               0.002509
                    229,                 1.6369,                0.68821,                 1.0484,                0.84071,                0.68834,                0.77013,                0.37093,                 1.7401,                0.75645,                 1.0447,               0.002476,               0.002476,               0.002476
                    230,                 1.6297,                0.70227,                  1.059,                 0.8367,                0.67907,                0.76899,                0.37332,                 1.7379,                0.76492,                 1.0493,               0.002443,               0.002443,               0.002443
                    231,                 1.6429,                0.70638,                 1.0735,                0.83165,                0.66638,                0.75788,                0.35002,                  1.827,                0.78259,                 1.0714,                0.00241,                0.00241,                0.00241
                    232,                 1.6244,                0.71314,                 1.0659,                0.79551,                0.66217,                  0.749,                0.35026,                 1.8092,                0.79512,                 1.0617,               0.002377,               0.002377,               0.002377
                    233,                  1.628,                0.71151,                  1.072,                 0.7723,                0.69105,                0.73936,                0.33371,                 1.8552,                0.81857,                 1.0672,               0.002344,               0.002344,               0.002344
                    234,                 1.5981,                0.69582,                 1.0449,                0.78903,                 0.7021,                0.75004,                0.34299,                 1.8375,                0.80787,                 1.0659,               0.002311,               0.002311,               0.002311
                    235,                 1.6023,                0.71126,                 1.0711,                0.77825,                0.70296,                0.74321,                0.31742,                 1.9589,                0.82359,                 1.1016,               0.002278,               0.002278,               0.002278
                    236,                 1.6284,                0.69901,                 1.0481,                0.77946,                0.70829,                0.75139,                0.33149,                 1.9141,                0.82442,                 1.0942,               0.002245,               0.002245,               0.002245
                    237,                 1.6271,                0.70834,                 1.0673,                0.78276,                0.70061,                0.74857,                0.35617,                 1.8013,                0.82645,                 1.0643,               0.002212,               0.002212,               0.002212
                    238,                 1.5864,                0.70222,                 1.0631,                 0.7856,                0.69921,                 0.7457,                0.35036,                 1.8477,                0.82479,                 1.0751,               0.002179,               0.002179,               0.002179
                    239,                 1.6222,                 0.6847,                 1.0485,                0.78399,                0.70023,                0.75476,                0.36169,                 1.8004,                0.78214,                 1.0624,               0.002146,               0.002146,               0.002146
                    240,                 1.6407,                0.70973,                  1.085,                0.79154,                0.69867,                0.75949,                0.35819,                 1.8021,                0.76805,                  1.063,               0.002113,               0.002113,               0.002113
                    241,                 1.6132,                0.69269,                 1.0565,                0.78293,                 0.6939,                0.74645,                0.32601,                 1.9084,                0.78722,                 1.0858,                0.00208,                0.00208,                0.00208
                    242,                 1.5921,                 0.7009,                 1.0653,                0.77898,                0.70461,                0.75074,                0.33504,                 1.8806,                0.78658,                 1.0771,               0.002047,               0.002047,               0.002047
                    243,                 1.6412,                0.69438,                 1.0652,                0.79179,                0.70244,                0.75251,                0.33178,                 1.9165,                  0.799,                 1.0854,               0.002014,               0.002014,               0.002014
                    244,                 1.6127,                0.69594,                 1.0509,                 0.7904,                0.69951,                0.74688,                0.32505,                 1.8959,                0.80339,                 1.0704,               0.001981,               0.001981,               0.001981
                    245,                  1.596,                0.69174,                  1.065,                0.81394,                0.68189,                0.75731,                0.35179,                 1.7898,                0.78427,                 1.0476,               0.001948,               0.001948,               0.001948
                    246,                 1.6416,                0.69355,                 1.0429,                0.83019,                0.68369,                 0.7737,                0.37519,                  1.735,                0.75654,                 1.0395,               0.001915,               0.001915,               0.001915
                    247,                 1.6409,                0.69004,                 1.0543,                0.77985,                 0.7122,                0.76227,                0.36311,                 1.7541,                0.78546,                 1.0432,               0.001882,               0.001882,               0.001882
                    248,                 1.6082,                0.68281,                 1.0469,                0.77362,                 0.6981,                0.73961,                0.34298,                 1.7779,                0.82751,                  1.045,               0.001849,               0.001849,               0.001849
                    249,                 1.6057,                0.69243,                 1.0466,                0.77494,                0.69959,                0.74108,                0.34322,                 1.7821,                 0.8039,                 1.0424,               0.001816,               0.001816,               0.001816
                    250,                 1.6152,                0.69101,                  1.058,                0.77528,                 0.7075,                0.74928,                0.34438,                 1.8139,                0.79067,                 1.0494,               0.001783,               0.001783,               0.001783
                    251,                 1.6319,                0.70073,                 1.0708,                0.78238,                0.70969,                0.75008,                0.35516,                 1.7696,                0.78925,                 1.0391,                0.00175,                0.00175,                0.00175
                    252,                 1.6382,                0.71212,                 1.0638,                0.78388,                0.71001,                0.74352,                0.35173,                 1.7586,                0.78048,                 1.0355,               0.001717,               0.001717,               0.001717
                    253,                 1.6187,                 0.6802,                 1.0364,                0.78225,                0.71338,                0.75082,                0.36159,                 1.7507,                0.76555,                 1.0382,               0.001684,               0.001684,               0.001684
                    254,                 1.5879,                0.68605,                 1.0601,                0.77858,                 0.7126,                0.75385,                0.36573,                 1.7609,                0.77534,                  1.044,               0.001651,               0.001651,               0.001651
                    255,                 1.5898,                0.67947,                 1.0536,                0.78252,                0.71166,                 0.7519,                0.36015,                 1.7793,                0.77434,                 1.0434,               0.001618,               0.001618,               0.001618
                    256,                 1.6057,                0.69104,                 1.0441,                0.78734,                0.71424,                0.75451,                0.36375,                 1.7485,                0.75779,                  1.033,               0.001585,               0.001585,               0.001585
                    257,                 1.6175,                0.70226,                  1.044,                0.78804,                0.70915,                0.75078,                0.35509,                 1.7808,                0.77254,                 1.0462,               0.001552,               0.001552,               0.001552
                    258,                 1.6023,                 0.6889,                 1.0614,                0.78163,                0.70797,                0.74279,                0.35062,                 1.7869,                0.80133,                 1.0483,               0.001519,               0.001519,               0.001519
                    259,                 1.5753,                0.69378,                 1.0583,                0.78058,                 0.7104,                0.74444,                0.35222,                 1.7847,                0.79372,                 1.0441,               0.001486,               0.001486,               0.001486
                    260,                 1.5902,                0.70581,                 1.0575,                0.78843,                0.70993,                0.75332,                0.35211,                 1.7952,                0.76225,                 1.0435,               0.001453,               0.001453,               0.001453
                    261,                 1.6327,                0.70317,                 1.0655,                0.78176,                0.71693,                0.75778,                0.36587,                 1.7377,                0.76518,                 1.0326,                0.00142,                0.00142,                0.00142
                    262,                 1.5586,                0.70031,                 1.0593,                0.77792,                0.70907,                0.75286,                0.36892,                 1.6843,                0.77649,                 1.0209,               0.001387,               0.001387,               0.001387
                    263,                 1.6039,                0.68925,                 1.0493,                0.78778,                0.71573,                0.76453,                 0.3732,                 1.6631,                0.76748,                 1.0141,               0.001354,               0.001354,               0.001354
                    264,                 1.5862,                0.67596,                 1.0467,                0.79389,                0.71446,                0.76791,                0.36433,                 1.7408,                0.75158,                 1.0305,               0.001321,               0.001321,               0.001321
                    265,                 1.6373,                0.69271,                 1.0539,                0.84091,                 0.6902,                0.77961,                0.38061,                 1.7276,                0.73562,                 1.0313,               0.001288,               0.001288,               0.001288
                    266,                 1.5877,                 0.6934,                 1.0585,                0.82605,                0.69228,                0.77888,                0.38292,                 1.7136,                0.74945,                 1.0315,               0.001255,               0.001255,               0.001255
                    267,                 1.6233,                0.67697,                 1.0396,                0.78948,                0.70821,                0.76521,                 0.3556,                 1.7945,                0.77357,                 1.0485,               0.001222,               0.001222,               0.001222
                    268,                 1.6273,                0.68242,                 1.0617,                0.78684,                0.71048,                0.75802,                0.34632,                 1.8135,                0.78514,                 1.0507,               0.001189,               0.001189,               0.001189
                    269,                 1.6157,                0.66935,                  1.047,                0.78902,                0.72038,                0.76898,                 0.3783,                 1.6824,                0.75828,                 1.0219,               0.001156,               0.001156,               0.001156
                    270,                 1.6018,                0.68642,                 1.0501,                 0.7834,                0.72035,                0.76697,                0.39104,                 1.6318,                 0.7518,                 1.0125,               0.001123,               0.001123,               0.001123
                    271,                 1.6522,                0.69547,                  1.054,                0.79314,                0.71871,                 0.7615,                0.37259,                 1.7157,                0.76307,                  1.032,                0.00109,                0.00109,                0.00109
                    272,                 1.5785,                0.68187,                 1.0471,                0.79878,                0.71675,                0.76048,                0.36703,                 1.7325,                0.77101,                 1.0351,               0.001057,               0.001057,               0.001057
                    273,                   1.59,                0.66651,                 1.0422,                0.79708,                0.72124,                0.76894,                0.37938,                 1.6767,                  0.764,                   1.02,               0.001024,               0.001024,               0.001024
                    274,                 1.6241,                0.68327,                 1.0486,                0.80357,                0.72198,                0.77776,                 0.3843,                 1.6718,                0.74765,                  1.017,               0.000991,               0.000991,               0.000991
                    275,                 1.6021,                0.66955,                 1.0502,                0.80332,                0.72309,                0.77997,                0.38177,                 1.7225,                0.73502,                 1.0305,               0.000958,               0.000958,               0.000958
                    276,                 1.5555,                0.68156,                  1.058,                0.80068,                0.72468,                0.77843,                0.37866,                 1.7585,                0.73908,                 1.0432,               0.000925,               0.000925,               0.000925
                    277,                 1.5914,                0.67582,                 1.0487,                0.80162,                0.72756,                0.77746,                0.37872,                 1.7477,                0.74567,                 1.0393,               0.000892,               0.000892,               0.000892
                    278,                 1.6006,                0.67385,                 1.0362,                0.80074,                0.72607,                0.76846,                0.36816,                 1.7493,                0.76048,                 1.0358,               0.000859,               0.000859,               0.000859
                    279,                 1.5558,                0.66495,                 1.0463,                0.79772,                0.72356,                0.76335,                0.36908,                 1.7202,                0.76076,                 1.0282,               0.000826,               0.000826,               0.000826
                    280,                 1.5425,                0.65797,                 1.0339,                0.79981,                0.72482,                0.77052,                 0.3816,                 1.6857,                0.74151,                 1.0208,               0.000793,               0.000793,               0.000793
                    281,                 1.5676,                0.67898,                 1.0425,                0.79806,                 0.7275,                0.77598,                0.39358,                 1.6538,                0.72773,                 1.0149,                0.00076,                0.00076,                0.00076
                    282,                 1.5691,                0.65712,                 1.0369,                0.79811,                0.72536,                0.77376,                  0.393,                 1.6633,                0.73018,                 1.0174,               0.000727,               0.000727,               0.000727
                    283,                 1.5979,                0.67232,                 1.0425,                0.79482,                 0.7238,                0.76757,                0.38438,                 1.6916,                 0.7399,                 1.0232,               0.000694,               0.000694,               0.000694
                    284,                 1.5904,                0.65654,                  1.017,                0.79556,                0.71996,                0.76478,                 0.3772,                 1.7077,                0.75415,                 1.0261,               0.000661,               0.000661,               0.000661
                    285,                 1.6034,                0.66532,                 1.0285,                0.79369,                0.71918,                0.76616,                0.37625,                 1.7006,                0.75836,                 1.0228,               0.000628,               0.000628,               0.000628
                    286,                 1.5709,                0.67395,                 1.0449,                0.80105,                0.72098,                0.76945,                0.37363,                 1.7166,                 0.7522,                  1.026,               0.000595,               0.000595,               0.000595
                    287,                  1.601,                 0.6726,                 1.0532,                0.80369,                0.72466,                0.77291,                 0.3769,                 1.7182,                0.74442,                 1.0275,               0.000562,               0.000562,               0.000562
                    288,                  1.592,                0.66515,                 1.0448,                0.80774,                0.72325,                0.77709,                0.38901,                 1.6694,                0.73416,                 1.0178,               0.000529,               0.000529,               0.000529
                    289,                  1.558,                0.65272,                 1.0317,                0.80416,                0.72663,                0.77967,                0.39793,                 1.6428,                0.72985,                 1.0124,               0.000496,               0.000496,               0.000496
                    290,                 1.5696,                0.65846,                 1.0405,                0.80139,                0.72897,                0.78029,                0.39405,                 1.6642,                0.73464,                 1.0174,               0.000463,               0.000463,               0.000463
                    291,                 1.6248,                0.72763,                 1.0905,                0.80053,                0.72709,                0.77506,                0.38485,                 1.7023,                0.74663,                 1.0265,                0.00043,                0.00043,                0.00043
                    292,                 1.5948,                 0.7372,                 1.0624,                0.79601,                0.72599,                0.77279,                0.37757,                 1.7345,                0.74917,                 1.0347,               0.000397,               0.000397,               0.000397
                    293,                 1.6058,                0.71881,                 1.0729,                0.79786,                0.71855,                0.77134,                0.37399,                 1.7504,                0.74374,                 1.0381,               0.000364,               0.000364,               0.000364
                    294,                 1.6009,                 0.6917,                 1.0736,                0.79104,                0.71731,                0.77072,                0.37191,                 1.7609,                0.74506,                 1.0404,               0.000331,               0.000331,               0.000331
                    295,                 1.5745,                0.68718,                 1.0584,                0.79471,                0.71933,                0.77528,                0.37221,                 1.7591,                0.74118,                 1.0392,               0.000298,               0.000298,               0.000298
                    296,                 1.6174,                0.69311,                 1.0763,                0.79769,                0.71839,                0.77466,                 0.3717,                 1.7484,                 0.7419,                 1.0361,               0.000265,               0.000265,               0.000265
                    297,                  1.569,                0.67974,                 1.0572,                0.79306,                0.72442,                0.77174,                0.36795,                 1.7537,                0.75399,                 1.0373,               0.000232,               0.000232,               0.000232
                    298,                 1.6066,                 0.6879,                 1.0818,                0.79275,                0.72479,                0.76923,                0.36494,                 1.7598,                0.76453,                 1.0389,               0.000199,               0.000199,               0.000199
                    299,                 1.5699,                0.66938,                 1.0728,                0.79177,                0.72552,                0.76851,                0.36417,                 1.7609,                0.76607,                 1.0388,               0.000166,               0.000166,               0.000166
                    300,                 1.6335,                0.70392,                 1.0938,                 0.7948,                0.72693,                0.77025,                0.36692,                 1.7508,                0.76203,                 1.0359,               0.000133,               0.000133,               0.000133
